user_id,beauty_avg_rating,source_avg_rating,source_minus_beauty_avg,beauty_rating_count,source_rating_count
AHB7X2MXVISWVTRUCCWFL6JYNHKQ,3.0,5.0,2.0,1,3
AEOXAFJNFV6X7DFM3LDBREBTB5EQ,5.0,5.0,0.0,1,3
AGWJ7S5OYIKEI5BFXKAB3SKKFA6Q,4.6667,4.9048,0.2381,24,21
AHLNM2WQJ42LUTLKDZTKEDRMFBJA,3.0,4.0,1.0,1,5
AGJU6JAHB4TAIUSWVKQAFNDNNGKQ,5.0,5.0,0.0,1,1
AH3UTQS4MAXUZW5S45VZWYLEFP2A,4.0,1.0,-3.0,3,1
AFZUXKX5UOVYIRLRLYPP2UGQAW4A,1.0,5.0,4.0,1,3
AHH22YOPQCJTRVRB7QCQMKBI6JWQ,3.5,5.0,1.5,2,1
AE2XO2C3WQQ3IMGYLHX5C3PMOO5A,3.0,2.5,-0.5,2,2
AFMZKY724NVAGT6WODF7GVSYU2PA,2.0,4.5,2.5,2,2
AHSAZXGMHHB4GVPFTXFUVKQQFFYA,5.0,5.0,0.0,1,1
AGGUGRKYJDHCBUCVZHNN2KA4MEGA,5.0,5.0,0.0,1,1
AGEP4FTNMZSCONWCVPME76TFEDFA,1.0,5.0,4.0,1,1
AFFS2TVEKN33HPYU623WJTALQB3A,5.0,4.3333,-0.6667,1,6
AHSCVWG5R6QDTVQIKDDI7VCDS2KQ,5.0,4.0,-1.0,1,2
AFS5OCMHN3FOVTJYCOGCS5J2RG2A,3.0,2.0,-1.0,1,1
AGSUNFPYSOQU4LC2CBDAZUP7ADQQ,4.0,4.0,0.0,1,2
AEZNZ4N7HDZXBP72R3VCXJUPD2FQ,5.0,5.0,0.0,1,2
AF4OCR4VO5JEASRTIHOICPAMVVMA,2.0,3.0,1.0,1,1
AE3YBZFTSK5PPZFNJ7ZGHFIM423Q,4.3333,4.0,-0.3333,3,4
AH5DTIDNXEUEYVNRD4AEEWSQ3BLQ,4.5,4.0,-0.5,2,7
AHJMVUYN2IM4EBORU5PG7BODEVTQ,5.0,5.0,0.0,2,3
AG4RNANXTBNYCLQTUKPIIGUTODHQ,2.3333,1.0,-1.3333,3,1
AFHXSHIYNNV463QMYTQZY3BH3B7Q,2.0,4.0,2.0,1,3
AFP2YZKCUYYZEEJPRKHU2X4XZ5YQ,1.0,4.0,3.0,1,2
AFXS5N5OE674GMCYKNVSOCBXYOXQ,3.5,3.7143,0.2143,4,14
AHPGJNRX6425VXCFJLWLJ3UOZUJQ,1.0,5.0,4.0,1,1
AECSRGUP2Q5AOQZBBGQ4V2PMVKOA,3.6667,3.8,0.1333,3,5
AETF2LDAWVVSGSJ3U2NUXLRKFJDA,3.0,4.5,1.5,2,4
AENBFCCYXHWKXHVJ24TW472DPC3A,3.0,5.0,2.0,1,5
AGMGQDOYATLFBCSGHUKBOKP765NA,4.6667,3.8333,-0.8333,3,6
AHAI3Y4XMYW72ID5QQG362V3MM4A,5.0,2.0,-3.0,1,1
AES4A3R4CKHDCIHURPEJPUYT3J5Q,1.0,5.0,4.0,1,1
AHMC4MHIAIUQLNWW5E3C7MKZVOVQ,5.0,1.0,-4.0,3,1
AH2YUWDMWPM5ZSRLLTHVSLXSCDAQ,4.0,4.0,0.0,1,2
AFDYSV5L2TEBD6PUCPGVW2PAJLKA,4.2,4.1176,-0.0824,5,17
AFFTQSNLQ3VPXLUMLCCFAQBIUBVA,1.0,5.0,4.0,1,2
AFLJYF3WZ7HI63YPP47NXBH25XSA,5.0,5.0,0.0,1,1
AEOJTEUMLP3RJUKXRQMA5EKDA6AQ,5.0,5.0,0.0,1,1
AEYJRKM5D2TPYTWLYUAJ2DSABCYA,4.25,3.0,-1.25,4,2
AFEB6F5OAEFYGH6XC54JWOEX337A,4.3333,5.0,0.6667,3,1
AG5GOE7DQEPMBUYXEUCV7IS2FIVQ,5.0,4.0,-1.0,1,1
AEXK4SKGDJ7VRTUL27OU3MRBSWUQ,4.0,5.0,1.0,2,2
AGBP55NJIOIJG3SSFVM5HWMSWE5Q,2.0,4.0,2.0,1,1
AFPMRUGABA2LY3LJ7UE2T7XTH2WA,2.6,4.0,1.4,5,8
AEGZX35NM57POCWRT5GS22YHQKGQ,5.0,4.0,-1.0,1,9
AGTIJDPWDUGNBJTDCQIP33G32SJQ,1.0,4.5,3.5,1,2
AGU3PYRIKUNYIHCAORUZUGYGIUDA,2.0,2.5,0.5,1,2
AFS2TD2ZFXRFL2HULFPOMZOKMMQA,5.0,5.0,0.0,1,1
AFAKRO3D4VPDJ3V2OHQMVGPGRPSA,4.75,3.4,-1.35,4,5
AERK6VZQAWU2K6ILWBFWH2JEQ2XQ,5.0,2.6667,-2.3333,1,3
AFJ53OQHBAGX5YDMFVSEHKC5PHUA,1.0,5.0,4.0,2,1
AHOC7UPGW4EAYKOEE52KWHYNCUIA,5.0,2.4,-2.6,1,5
AER2ESVNGX272C7SQYQFMBTJOJYQ,5.0,5.0,0.0,1,4
AGMYZEX2IZDIWMG4DJHZM6AAVB6Q,5.0,5.0,0.0,1,1
AET4YDGEW2QW3BRCH25SYT6YZJHA,5.0,2.0,-3.0,1,1
AGVQCRU5RXTO67EMTW4KQVINW4NA,5.0,5.0,0.0,1,5
AFAZVZESKIDVDZ56ZC6Q2WYOGPVA,2.0,4.0,2.0,1,2
AEB3AY3QJUIRN3GPTYR6LWMQYHHQ,5.0,5.0,0.0,8,5
AG7EA34HHRR573SJCOIMQBMRYUTA,5.0,1.0,-4.0,2,1
AHOABGGKZU25R3YJREUUVCX7ERMQ,5.0,3.5,-1.5,1,2
AEXKSQAOSYRDAAIWFIQNGEVHHQWA,5.0,5.0,0.0,1,3
AFKW6UY6NILIK4TD3KTHKIMIPNYA,1.0,1.0,0.0,1,1
AGQAKUBYGQCMBUDSDRKFBMW53IFQ,5.0,5.0,0.0,1,1
AHZPGWJAG3FCRSY2QTFOXYHXLEQQ,5.0,4.5,-0.5,1,4
AGSS56B3VTZUFXZ6S5UUAVEZOJIQ,5.0,5.0,0.0,1,2
AHIAI4ELCXD4CXHB6QG27QXEO2EQ,4.0,4.3333,0.3333,1,3
AEDVOZPW3FXRUWWFPDQ3UV7BJPAQ,5.0,5.0,0.0,1,1
AF2Z2NGGY664A4SXHSTWDKJHWWHQ,5.0,5.0,0.0,1,5
AENIQ5QNE6O4WJIFMGZPC67YLMQA,4.3333,4.5556,0.2222,3,9
AG5H6TVB6H2VUK2RGDUQC2FERSQA,3.125,3.8667,0.7417,8,15
AGIL7RUCIJJS4THDLVAJOTYL7D6Q,5.0,4.8947,-0.1053,4,19
AHJH2PRECXG6J6DYLJJHRE2I5XJA,5.0,5.0,0.0,1,1
AH24SLCM7TRTAZAXID6XT6M3MERA,5.0,3.0,-2.0,2,2
AEFQJLZ3YXIEPJEGCQNK2ZDBM5NA,5.0,4.875,-0.125,2,8
AGP4DLMMC3WOFVP4Z5WLIFHUUOYA,5.0,5.0,0.0,2,1
AGIEJHG7BAIVNP4RVTAC5GJ54ZQQ,5.0,5.0,0.0,3,1
AF3HULYQK3YCXQ6V7A6DFPSDV4UA,5.0,5.0,0.0,2,1
AEXXVWJGJEP2TBVTKWGUJKWBNXMQ,5.0,5.0,0.0,1,3
AEL4RAOU37DTWMW5ZRPRJOBHKOYQ,5.0,5.0,0.0,1,2
AG4IXDQ63HLS2UO3FWZLNUULZ2IA,4.0,5.0,1.0,2,4
AHHPBJXQJNV7SUVJHTBGPU6UAEVA,1.0,2.2857,1.2857,1,7
AG22WMEDKZT5ZSSUOB4W5YHMBQXQ,2.0,3.0,1.0,2,2
AHSUXOZN56DXSAXD6RR3GDAO34LQ,5.0,5.0,0.0,2,2
AF4S62R6UJ3XZ53Y446MPLDHNGVQ,5.0,5.0,0.0,1,1
AHI2B5HBNBSDAJUXBJXUFRS5Q57Q,3.0,4.5,1.5,1,14
AESWWQ7HSZZ6CQEFIOFPCCYSOC5A,3.0,3.0,0.0,2,3
AGL5UOHFCLCXWHKL7PH56PIBOVCA,4.5,4.0,-0.5,2,1
AHUBMF6OCILHFXTF3PTQR6XMVUIA,4.0,3.3333,-0.6667,4,3
AHAWBIWDFA7Z7EORQUHNKXOPBZYA,5.0,5.0,0.0,1,2
AHMBDBOJLACYHKFH5GS423S5UROQ,5.0,5.0,0.0,1,1
AHDCLNQ2N5BHCY7P55TRXCC4CSKA,5.0,3.6667,-1.3333,1,6
AGLJTAGSBLSRAEWIRVCOPDYK3NJQ,4.4,4.4286,0.0286,5,7
AHG66B3KKVWSR5SR5LDLQZR7M3CA,4.5,4.1667,-0.3333,4,6
AFIQDJILNDHOO3NE3TCF3DT536YA,2.5,3.75,1.25,2,4
AHUDFEJBDYKOW7UE4LCJXRXD5FBQ,5.0,4.25,-0.75,2,4
AGDBGQTI5PTUGCBTIMDOWRN6AGTQ,5.0,3.6667,-1.3333,1,3
AHWJ7KNK2RIWGDI3M7EIHYINHWCA,5.0,3.8947,-1.1053,6,19
AG6WANUF26FTGZJLTU3L7LWDCXBQ,5.0,4.9,-0.1,2,10
AEHQPJ5SFFWZOM5FJRJONXO3H6CA,5.0,4.6667,-0.3333,1,3
AHSSMY3UKMJWPJW6HYQEK36LJBQA,1.0,5.0,4.0,1,1
AGYXY2XVSJV5JOJ2JSZ3WJMOJR3Q,5.0,5.0,0.0,1,4
AGMEWFKLTY5ZDEA622724LVBUGKQ,4.0,5.0,1.0,1,3
AFRYP5KRV744LZKGNAGMYFBPFNMA,4.0,4.0,0.0,1,1
AGZA6DXM563S6DWBGPDNQO3CJ4HQ,1.0,2.0,1.0,2,5
AFZU3G52GF6V6T66OUGWKRMS3GLQ,3.0,4.0,1.0,2,2
AFT65TNP2LM5QTF2E6AFXCWM7H4Q,3.5556,4.8889,1.3333,9,18
AGUHPUVLZMIIBY2YBP5EK6GQMU6Q,5.0,1.0,-4.0,1,1
AHTU7OIN4WFLFTE6C3TTRPGKHKMA,5.0,4.0,-1.0,1,11
AHZKZ7GZCCREJNAGBIURTCPXYPSA,5.0,4.0,-1.0,2,4
AH3TMCEARQJJ2EAAOHEGV56EJ6SA,5.0,3.4,-1.6,1,5
AGMRIRQZVK7ISNMJDMNB4QU7VLHA,1.0,5.0,4.0,1,4
AG6M3XJUTPG5SV6EEDYOPBP7W4LA,1.0,5.0,4.0,1,2
AEOGZSWCXMD2RSSMGP5OJAK72MLQ,5.0,3.5,-1.5,5,2
AEA3QMQGVMWWZPQ7AMGJVWXE6GFQ,3.3333,1.0,-2.3333,3,1
AFIE7CE7WNZO2AXJSRTBBTH5ASTA,4.5,5.0,0.5,6,1
AGYQOIQ2KDVEPAY4ADMJYW6GSYHA,5.0,3.6667,-1.3333,1,3
AGOTC7LHJIVCMQ2WTX3NTTYXJRTA,5.0,4.6316,-0.3684,1,19
AG2VSMUUP7YN4CBZXSFLPN2KJHVA,5.0,5.0,0.0,1,6
AHSIAWSNZDETBSVABWOXDKRVWHAQ,5.0,5.0,0.0,1,2
AGLJOS7GH6BG2E6XFNEOKYSSLQFA,5.0,5.0,0.0,1,3
AGO26HY24FJ6KU7VC3PSV76FAW7A,5.0,5.0,0.0,4,6
AG4GGNYZ35A4NBCHSJFP36HPHKRQ,1.0,1.0,0.0,1,1
AFCOVEZNICA73J3SBMAV44BPVYRA,4.0,5.0,1.0,2,1
AFSVPFSFW4HMTSFK4YSLVTQNHC4Q,5.0,4.0,-1.0,2,4
AEZFDUPYJP7EKPXMMLYQ7S33ANAA,1.0,1.25,0.25,1,4
AGXSBMWCBQTP3C5BBVEWS4NWBYJQ,3.5,5.0,1.5,6,1
AEIYB5OUYT7FUXA3EDJWDBLKTDAQ,1.5,1.0,-0.5,2,1
AE3NXWSNSRWDP5UGVXXKA6DQNVSA,4.1667,4.5,0.3333,6,2
AHTIQ6ERLBEHI2HXDIAGCGF2P2GQ,4.0,4.5,0.5,4,2
AFQXZ3CSSFKBDMZMNRP6IZTU5AGA,4.0,5.0,1.0,1,1
AETC4JCRSLEKM3A3NYORCYYJBPHA,5.0,3.6667,-1.3333,1,3
AE7R3N2CT4HWSFVWD5FMN2G7FNDQ,5.0,5.0,0.0,2,1
AFIFJZ4H5QFB7UQM5AEDBCTHQNIA,4.5,4.6667,0.1667,4,3
AFBGXFACPKAHCM3QPHFZLK3FPOKA,5.0,5.0,0.0,3,1
AENKLFNL35M3VPUYLQCSLJMLB5ZA,5.0,5.0,0.0,2,3
AHDSCHDY6AOANM7NGDMXCEYBNKJA,5.0,5.0,0.0,1,2
AFUC4MXX2WBO3YGIZ2MKFTNRZDLA,5.0,5.0,0.0,1,1
AE6VSFQD2E3L4SJ2EINDVTZ4QAPQ,1.0,5.0,4.0,1,1
AERSXCEVYCQWMNJHFUXMKLHV36VQ,5.0,3.0,-2.0,1,2
AEWI72HVBOQPG4CDSFYZDA2QASNQ,5.0,5.0,0.0,1,2
AERAUOKOG75L3M5A3CQUOJGGLZOA,1.0,4.6667,3.6667,1,3
AH7M6QUDV4UIVN3SOS6B64MDXZMQ,4.0,4.0,0.0,4,1
AE2XCGJB6M2KYAALGKQQ4MEC57ZA,2.6667,4.0,1.3333,3,4
AFF7OZXWH3CFVVFZGITSLYPQ5WHQ,5.0,5.0,0.0,1,2
AGGZVKW4AZGP3Q6MAU5OXXGJUA5Q,5.0,4.5,-0.5,3,2
AHBW7BEJKH3XKKEMSYVUV2KG6SSA,5.0,3.0,-2.0,1,1
AE2JYJ65NEU7C2FWXSSNGM6T3PMQ,4.0,4.6667,0.6667,3,3
AGCACHHLBKAWOWA3VE6BWKWZFNCA,1.0,1.0,0.0,1,1
AEBELFGX2Q7VBWAC5BPZGZ4HLBXQ,1.0,5.0,4.0,1,1
AGUE2RCXT5N47SVKBEEAC2SXSIZA,5.0,4.2,-0.8,2,5
AFC2BUJR6OE4RMSJ7LVWRTDK2NZA,5.0,5.0,0.0,3,4
AEI22IODVZDSBV3E7EWRBKV6LALQ,1.0,4.5556,3.5556,1,9
AFFXXTNSULUOWWMR3LHKELAXYGXA,5.0,5.0,0.0,1,4
AEQYVG677J5722PIYAAFCJZEA5XQ,2.5,3.3333,0.8333,2,3
AFDQSGA4GHMXAQNGNUO7HUOTRYBA,5.0,5.0,0.0,1,1
AHNL4NHNPXXGZIFXHYCASSZ6AUBA,3.125,3.8571,0.7321,8,7
AH3VR7MORI7463SW7HBA5M6AVW3A,4.0,4.8,0.8,1,10
AGPMF5BOCIXV5JMLKMHPRGAKFZMA,5.0,5.0,0.0,1,1
AHWUHVK7WNLPYGRQCTFT63Q4HQ4Q,2.0,3.3333,1.3333,1,3
AEB2EJMOG5GW4IRD4SNNPILLCBJA,5.0,5.0,0.0,1,2
AEQ7ZGO2GSPUZXWPOW7HSCQWFWXQ,5.0,4.5,-0.5,2,2
AEGARDHQLNBIT7OX2J6Z2PVZDNLQ,5.0,4.0,-1.0,1,4
AEIIGKRNRFI5ACYDXU7CQC4N3XGQ,5.0,5.0,0.0,3,1
AE3VBLFQGRTPPII5TGQIPAWDXF7Q,5.0,2.0,-3.0,2,1
AFIYWBYR4LMPDWLIMD3G4REKNBKA,5.0,5.0,0.0,1,4
AHODC7HFOI2UU5MYR7YB5DKZS62Q,5.0,4.6667,-0.3333,1,3
AGEXIGRIBXWCOTB4RSOA7IIPORSQ,4.0,5.0,1.0,3,4
AF2JWW7KBSI5Z2YLIXUJSLFIGOQA,5.0,3.0,-2.0,1,1
AH77JSK6445YIP5XVLLWDPPIABKQ,1.0,2.0,1.0,1,1
AH6QGVPTQHFPCLRUWJUTA4SKAX3Q,3.0,1.0,-2.0,1,1
AFWQSIWCICNSHCH2ZBXR7KMPIJTQ,3.0,3.0,0.0,2,2
AHWFZZYBLM2R46PRUTZ3RR7MDI7Q,2.6667,3.5,0.8333,3,2
AHWPI5RA4ZDIIWLTFTVLCH3UCQYA,5.0,5.0,0.0,1,1
AEPABNBW44GZYFLNNPAEXXJUK5OA,5.0,5.0,0.0,2,1
AFBG3KQ3SOR473JIHHGZMJMA33DA,3.6667,1.0,-2.6667,3,1
AFNTE4EWOSTC2JPX2OOKOVESYD7A,5.0,5.0,0.0,2,3
AEXSYIXHFNWIQ7BF3KDAID6LB3JQ,2.5,4.125,1.625,6,8
AH62BWWZLCUWOP5XM4L2J44SW5GA,5.0,2.2,-2.8,1,5
AHKDLDTCHIGIPHAUQ66PA25JPWBQ,5.0,5.0,0.0,1,4
AFKKF47ON2U4VXKC2ATHQ44QEBYA,5.0,2.0,-3.0,1,2
AHFLASB5LU5LYWZ4MW25SIB6RTNA,2.0,5.0,3.0,1,1
AF2XSILQWXKTUOIKFQ4HUI7F24XQ,5.0,4.3636,-0.6364,1,22
AFFXCW5UK2YMR6OYCWR4FVLGQZ4A,4.5,4.5,0.0,2,2
AF3AO4JTYNHJU3IN6EMBCHC62U5Q,2.0,5.0,3.0,1,2
AH3RCMFK7HQEMO5LMMEUQX2NWVMA,5.0,3.3333,-1.6667,1,3
AHTXCYKEDTTPIV3WS4DZN5BCEOPQ,5.0,4.5,-0.5,1,2
AHFT45IDBCON7QENQ7CFQ2DORHSA,5.0,3.0,-2.0,1,1
AHCPIPKLKUUW2THHSUQC7FYMEPTQ,5.0,4.75,-0.25,1,4
AETOP4QZGV3GQ5U3CZ6BK6IDLHWQ,3.0,4.6,1.6,2,15
AHYHWYZOUCENDTAODGYH3I7HPDXQ,3.6667,4.125,0.4583,3,8
AFR6L6IPURCLN6JX73MIVGQ2NPHQ,5.0,2.0,-3.0,1,1
AF74S3ENSGMZMNONXTHYC43BBICQ,1.5,4.0,2.5,2,1
AH7BNVEC44U37JA7EFRII7QQG5MA,1.0,5.0,4.0,1,1
AE3AESJV4R42PLFDE27VUPQYIBSQ,5.0,2.5,-2.5,1,2
AE7DWEKYQJCL6H5WYJY36AUNXTIA,5.0,5.0,0.0,1,1
AELLXYDPL7RI5WIM2NA7AHFXV4KA,5.0,5.0,0.0,1,1
AGMIPNESGZ3LHFDRDU5CMMFH5FKA,5.0,4.7778,-0.2222,2,18
AGOOJB4A6I3WULF6TDOYOHQDJYZA,5.0,5.0,0.0,1,1
AE2UKJHYAXO4IJL43BR3YBDKWIIQ,1.0,4.0,3.0,1,1
AGYPZ3TBTEES3YFQD36UORHSWL5Q,2.3333,3.6667,1.3333,3,3
AGBELDQUZTPYAL2ZXQSO2C5GKWEA,3.6,4.5833,0.9833,5,12
AFD3VMXVNKSWDOTGLL5AQ3JKOTXA,5.0,5.0,0.0,1,1
AFBDVBD7PPRFXKTMEX4B6F5MTVJQ,4.0,4.0,0.0,1,5
AFXGQEXIL2ZLD2VCYZ67IZVVJPNA,5.0,5.0,0.0,1,2
AGDFJBXTRBPDC43WQL262XUOEXUA,5.0,3.0,-2.0,1,2
AGPUMKYYYQMN3RKTOHTSI3CCX73Q,5.0,5.0,0.0,1,1
AHF54LFRZSG3GOTGT7HRXYUH6TQQ,2.5,5.0,2.5,2,3
AEQ6RN3DCBCNRZFJHR7LFXZUZ3YQ,5.0,5.0,0.0,3,1
AH6C2XHBN6YIXRBKWRH6HYRQE42A,5.0,5.0,0.0,1,1
AG42RL3WALC236D3E6PAL6EFSE2Q,5.0,5.0,0.0,1,1
AEGWMBGBBZZU5PUDM6TIXMGE7O4A,1.0,2.0,1.0,1,9
AH2XRJKUMFUNCAUSQYB34HULTDFQ,3.0,3.2857,0.2857,2,7
AHKALX7PFCDVLPUNRLYWC77IMTLQ,3.0,4.0,1.0,1,1
AGXO4FEF6L56J7OGZTRCPJUWN3EQ,5.0,4.3333,-0.6667,1,6
AE3BUWHVTNZYQW52Z4T3AB3NCB4A,5.0,3.0,-2.0,1,2
AFJJFSKY27JDRPUFM6DELHRAOXLQ,4.1667,4.5,0.3333,6,10
AHZU2R6BTPA4BICRV654UGMNFG5Q,5.0,5.0,0.0,3,2
AEQC3KF4DFIWFZIH6ITLGINQTFQA,4.5,5.0,0.5,4,1
AGSSD5RDPCYG6L5U4J5QV3X2BLTQ,3.0,4.8,1.8,2,10
AFX6VYW5JAS5374M2SL6J3YX4XHA,1.0,1.0,0.0,1,1
AGY2R4ZREIXHZOF7PND5UM5J6IAQ,5.0,3.5,-1.5,1,4
AFM7YSF6TQCR7YMRADLF77H3RABQ,4.0,3.3333,-0.6667,1,21
AHFJJMHN2J63IEVZ7OCIENSMCXKQ,4.0,1.0,-3.0,1,1
AHXEBNKP2NZNPJ2LGI3P7DULDCXQ,5.0,4.6667,-0.3333,1,3
AHC5TBEGMPHOZW3P6SAYXQM3ULFA,5.0,5.0,0.0,1,1
AEOSUOTG5OHINNH2PYYZQLFIOA2Q,4.0,4.2,0.2,2,5
AGADOMUG2OFIUVYCGIXNTMZZRLOA,1.0,1.0,0.0,1,1
AERYSVZHRPZ4O7LH6J5GA6B3GGXQ,5.0,4.5,-0.5,4,4
AFCF3KO3KZB677J2YFGX6KRVD56A,5.0,5.0,0.0,1,4
AEIMS2AS444RH346IEGZSRA3YQZA,2.4,3.5556,1.1556,5,9
AFLK2GMJFVHA7IG455SM2KDD2WYA,5.0,4.5,-0.5,1,2
AEVPCDEU7RYEKYDNEV2HLB3QM3SA,5.0,3.6667,-1.3333,1,3
AERTWOECCKWCI3GJGPYPZ3KHRCPQ,5.0,2.6667,-2.3333,2,3
AHR25HUDDNKQ35AKKKA4IAMLAYVQ,5.0,3.5,-1.5,2,2
AG4M2F67PASOQGIBTICYKXEFUOEQ,5.0,5.0,0.0,1,1
AEZF36I7RRJ4FFFHCZE5PMZM5NCQ,5.0,5.0,0.0,1,1
AHBFQ2KAI63YT73CNENCKR5F6RKA,4.0,2.4286,-1.5714,2,7
AEXFZO6BXRBW4MQ3ZUNOT6IYS56Q,5.0,5.0,0.0,2,1
AFVC7A3PMZ5I27LNGNFDBZJYXZMA,5.0,1.0,-4.0,1,1
AG462ZV7B5EY2IHA3FHB2JMPPELQ,2.6667,3.6667,1.0,3,3
AGPNNPTXRYYNYJGNJ5BGDKGFKOGQ,5.0,4.6667,-0.3333,1,12
AGG3CMTIWKEYNRPKZUA5ECTJPIRA,2.0,4.2,2.2,1,5
AH3I7IKHSHAF57X6II6LBJGQZDSQ,5.0,5.0,0.0,1,1
AE5EA2WMRNVWCT7PUCFDM2NQWJ6A,5.0,4.0,-1.0,2,1
AGJIGGC6LVQXPTIJQQ5GISU2LJLA,5.0,1.0,-4.0,1,1
AEME4Z2ZX6VCDZIDP2ERFTR2VJZA,3.0,3.0,0.0,1,3
AFCKQGWIPFBDECINSQ4Y6XJOANJA,4.0,3.5,-0.5,1,4
AHTGJJLZ7KAECC2F4SILXJIX7CDQ,5.0,4.8,-0.2,1,10
AF2SVHSB2CMBMO5PJWRCP4MHGYOQ,5.0,3.0,-2.0,1,2
AEW4EBAAOWVRKLULTAIFLFB52WMQ,5.0,5.0,0.0,1,3
AFY5L627LLSLM4QIKGB7EL5MSL6Q,5.0,5.0,0.0,1,1
AFKOA6D6QYFLBVWJNP4KOBXFLVEA,5.0,4.3333,-0.6667,1,3
AGNYI6JRE6H3MLC6JAVSSKNQPBYA,1.0,5.0,4.0,1,1
AFB5I4344QS3YY2AIMZEEDT6WCVA,5.0,5.0,0.0,1,1
AFRNAQ3AVUBANWKEIX5DQHBVZZJA,5.0,5.0,0.0,1,4
AENUGYJ42I6A7PFSPIQA4LIT5RIQ,2.75,4.3333,1.5833,4,3
AHMQ7Z3UXLX3LAMQDBNF52ICTULQ,5.0,4.5,-0.5,1,2
AFHFLDCFX7RNXU464GOYKRBWQAYA,4.2,4.2,0.0,5,15
AGPMJZM6G3P74NN3DLO6JRTWPV7A,1.0,5.0,4.0,1,1
AHKNU5OHIGAQF2K337BWNLKRG2RA,3.0,5.0,2.0,2,4
AGW4D7BAUJN2YBVBW7YJUCVWZLWA,5.0,4.5,-0.5,1,6
AHJ7WADHXRDTCQN2O3D4CEKQLSVQ,4.8,4.6667,-0.1333,5,3
AGA5LLJHQY4P335ONEL6Y3PIQ5UQ,4.5,4.6667,0.1667,2,3
AE6N2Z2ALFJ5PXTVZB7ARU4JNCGA,5.0,3.5,-1.5,1,4
AFENYYNMXW6XALPOTLOTIVNCJUWA,1.0,5.0,4.0,2,2
AH4B3U5TPB3A42VKVVES2XCEVKYQ,5.0,5.0,0.0,1,1
AHJDJKFNISGLHKU6FGDDEZWNLI2A,4.8571,4.6,-0.2571,7,5
AH47PGFQSJ67OGBW6UALBTO7UDIA,3.0,4.3333,1.3333,11,15
AFPCSRMWRKRMHVMR4MUQJSJWSD4A,4.3333,4.4,0.0667,3,5
AFBCV4WCVVDUZ5RRW5BP3TD3IU7A,5.0,5.0,0.0,1,2
AFC6F5USTLDCJI2XRA7UUTYBIAIA,4.0,3.6667,-0.3333,2,3
AGDWXR3NKOCFE6LRRX7KRPJCJWEA,5.0,5.0,0.0,1,1
AFN7WI6UXBACI7WLU5JISQ4KI5NA,5.0,5.0,0.0,2,3
AGZXHZVL45KF3NK7RUOALI4NTPLA,1.0,2.1111,1.1111,1,9
AGFXJWLPTYAXFNWM3KP6LHDF7SOA,3.0,4.5,1.5,1,4
AFWKJ2SCOQSQB5QJGFNQ7HDJCWGQ,4.0,3.0,-1.0,1,1
AHU5FUZX7YNKPIAS42B3IKPWXDRA,5.0,4.0,-1.0,2,1
AGV6VCEWVMDTVHNO3PQSCFY3ZRIA,5.0,3.8333,-1.1667,3,6
AHPWBJYTPOJZK52ZNGMKYJ7CA75A,5.0,5.0,0.0,2,1
AHUS2IEQPGQEJ7YOAP3Q3NDAEXYA,4.0,5.0,1.0,2,2
AERK7Q6CVZX7L767WPJ62O4NBPOA,5.0,3.5714,-1.4286,1,7
AFBVUK5AOLPVWNWARK76MAYPJU2A,3.0,3.0,0.0,1,2
AF4TAFPYIBS6PQF4IGEBQAUFUHYA,5.0,4.0,-1.0,2,2
AE6MOMESPRLCZQPNSFPF2HDPUU7A,5.0,4.5,-0.5,2,2
AGRI4RZTHBX3RJ4KKCC7BVSNAP4Q,1.0,3.75,2.75,1,4
AFN3TAGERMFJOSS7YNR6O5JGAA3A,1.0,1.75,0.75,1,4
AGWNEBQNF7ERYEIB5DBOTLOFLAZQ,5.0,5.0,0.0,1,4
AEZQC6IXN6FFJDI6CACF5SFN26LA,5.0,5.0,0.0,1,1
AEGWZODHK7U5CW2DCHNFXJJUIOLQ,4.5,3.4545,-1.0455,2,11
AHXV3OOCYUHO56ZHU5QWGXVMBC2Q,4.0,4.0,0.0,1,2
AHXTVXKZY64T2Y3LRKGDNXLOUWXQ,4.6667,4.3333,-0.3333,3,3
AEFVSYXWXHUN7URMPU2D43QXYVKQ,2.0,5.0,3.0,1,1
AGHFBS7RJYUAATO2QWPL4G2EANEQ,4.0,4.7037,0.7037,1,27
AHXF3LSVED7NHJINON2HFNKWWNMQ,5.0,5.0,0.0,1,5
AG2T5JMRLPWTMTEZJWH5S5MV7Q2A,5.0,3.0,-2.0,1,2
AHUWMSCOWHQZNHDT43UPBAB4CM2Q,5.0,3.5714,-1.4286,1,7
AFX3RKNS2UGTQVF23W5FLBBWY2ZQ,5.0,4.0,-1.0,1,4
AFCA4ZNO3ED2QHMYYADDDFQNDNHQ,1.0,3.0,2.0,1,1
AE7TUPSYNCIVH3UWS3G53RCIY2RQ,4.0,2.6667,-1.3333,1,3
AHEDT343FMNNOKD3X2WKNXLCTVPA,4.0,3.5,-0.5,1,2
AHOUZSMLAHW5JHECHAWBKPZS2ASA,4.0,3.75,-0.25,6,4
AHIRLEFTQELKWWE474RNC2IUOHMA,2.6667,3.5,0.8333,3,2
AEFDDNFLSI5D2HDEVZHQ6PWEUPKQ,5.0,5.0,0.0,3,3
AFFATFNUJTWV7QEBFPRF5T3PVLEQ,5.0,5.0,0.0,1,2
